Date,Year,Category,Lower,Mid,Upper
2021-03-01,2021,Farm-level fruits,-5.7,4.9,17.1
2021-03-01,2021,Farm-level milk,-27.7,-8.9,18.5
2021-03-01,2021,Farm-level soybeans,19.6,54.8,108.5
2021-03-01,2021,Farm-level vegetables,-17.1,-4.4,10.9
2021-03-01,2021,Farm-level wheat,0.7,24.8,57.5
2021-03-01,2021,Wholesale beef,-14.2,-2.5,11.4
2021-03-01,2021,Wholesale dairy,-12.0,-2.8,7.6
2021-03-01,2021,Wholesale fats and oils,7.7,19.8,33.6
2021-03-01,2021,Wholesale pork,-10.3,3.5,20.2
2021-03-01,2021,Wholesale poultry,2.1,7.9,14.4
2021-03-01,2021,Wholesale wheat flour,-5.5,5.8,19.4
2021-04-01,2021,Farm-level cattle,-7.6,3.0,15.6
2021-04-01,2021,Farm-level eggs,-6.5,25.3,76.3
2021-04-01,2021,Farm-level fruits,-8.4,0.8,11.1
2021-04-01,2021,Farm-level milk,-20.6,-2.7,21.8
2021-04-01,2021,Farm-level soybeans,23.8,53.4,97.1
2021-04-01,2021,Farm-level vegetables,-19.6,-8.2,5.5
2021-04-01,2021,Farm-level wheat,4.5,25.8,54.4
2021-04-01,2021,Wholesale beef,-11.3,-0.8,11.5
2021-04-01,2021,Wholesale dairy,-9.1,-1.3,7.8
2021-04-01,2021,Wholesale fats and oils,15.7,27.2,40.6
2021-04-01,2021,Wholesale pork,-4.4,8.0,23.3
2021-04-01,2021,Wholesale poultry,5.2,10.7,16.7
2021-04-01,2021,Wholesale wheat flour,-2.2,8.0,19.6
2021-05-01,2021,Farm-level cattle,-0.5,9.2,21.0
2021-05-01,2021,Farm-level eggs,-11.1,14.9,55.1
2021-05-01,2021,Farm-level fruits,-5.1,3.3,12.9
2021-05-01,2021,Farm-level milk,-15.5,0.3,21.9
2021-05-01,2021,Farm-level soybeans,26.0,50.5,85.6
2021-05-01,2021,Farm-level vegetables,-21.4,-11.4,1.0
2021-05-01,2021,Farm-level wheat,4.9,22.5,45.4
2021-05-01,2021,Wholesale beef,-3.8,6.4,18.7
2021-05-01,2021,Wholesale dairy,-5.2,1.7,9.6
2021-05-01,2021,Wholesale fats and oils,25.8,37.2,50.3
2021-05-01,2021,Wholesale pork,3.4,15.0,29.5
2021-05-01,2021,Wholesale poultry,10.2,15.0,20.4
2021-05-01,2021,Wholesale wheat flour,-1.7,6.8,16.8
2021-06-01,2021,Farm-level cattle,0.3,8.4,18.0
2021-06-01,2021,Farm-level eggs,-11.1,10.8,45.8
2021-06-01,2021,Farm-level fruits,-4.4,3.0,11.3
2021-06-01,2021,Farm-level milk,-10.5,3.0,20.9
2021-06-01,2021,Farm-level soybeans,47.3,69.7,99.8
2021-06-01,2021,Farm-level vegetables,-21.7,-12.7,-1.6
2021-06-01,2021,Farm-level wheat,20.6,38.3,60.9
2021-06-01,2021,Wholesale beef,6.2,16.8,29.6
2021-06-01,2021,Wholesale dairy,-4.1,1.5,7.9
2021-06-01,2021,Wholesale fats and oils,39.1,50.4,63.5
2021-06-01,2021,Wholesale pork,5.5,15.3,27.0
2021-06-01,2021,Wholesale poultry,13.1,17.9,23.2
2021-06-01,2021,Wholesale wheat flour,4.1,11.6,20.5
2021-07-01,2021,Farm-level cattle,4.0,10.7,18.6
2021-07-01,2021,Farm-level cattle,-21.2,2.4,33.0
2021-07-01,2021,Farm-level eggs,-10.1,8.7,38.5
2021-07-01,2021,Farm-level eggs,-35.1,-0.1,51.2
2021-07-01,2021,Farm-level fruits,-2.5,3.9,11.1
2021-07-01,2021,Farm-level fruits,-15.7,-1.9,14.6
2021-07-01,2021,Farm-level milk,-12.5,-2.7,9.9
2021-07-01,2021,Farm-level milk,-40.5,-1.2,66.1
2021-07-01,2021,Farm-level soybeans,41.7,59.4,82.4
2021-07-01,2021,Farm-level soybeans,-48.3,-11.8,55.1
2021-07-01,2021,Farm-level vegetables,-22.4,-14.4,-4.6
2021-07-01,2021,Farm-level vegetables,-12.6,5.6,27.3
2021-07-01,2021,Farm-level wheat,17.9,31.0,48.0
2021-07-01,2021,Farm-level wheat,-38.8,-0.5,60.6
2021-07-01,2021,Wholesale beef,17.0,32.6,53.4
2021-07-01,2021,Wholesale beef,-29.4,14.4,86.2
2021-07-01,2021,Wholesale dairy,-3.4,0.8,5.8
2021-07-01,2021,Wholesale dairy,-18.4,0.7,24.5
2021-07-01,2021,Wholesale fats and oils,35.0,42.6,51.1
2021-07-01,2021,Wholesale fats and oils,-15.9,14.5,56.6
2021-07-01,2021,Wholesale pork,12.3,20.8,31.0
2021-07-01,2021,Wholesale pork,-23.4,3.0,38.7
2021-07-01,2021,Wholesale poultry,19.2,23.7,28.7
2021-07-01,2021,Wholesale poultry,-9.5,5.6,22.6
2021-07-01,2021,Wholesale wheat flour,5.2,11.3,18.4
2021-07-01,2021,Wholesale wheat flour,-17.8,4.8,34.0
2021-08-01,2021,Farm-level cattle,5.2,10.3,16.4
2021-08-01,2021,Farm-level cattle,-19.6,3.4,31.7
2021-08-01,2021,Farm-level eggs,-5.5,10.8,37.0
2021-08-01,2021,Farm-level eggs,-32.1,3.9,56.7
2021-08-01,2021,Farm-level fruits,-2.3,2.9,8.7
2021-08-01,2021,Farm-level fruits,-14.3,-0.5,15.6
2021-08-01,2021,Farm-level milk,-9.4,-1.6,8.2
2021-08-01,2021,Farm-level milk,-41.9,-6.0,54.3
2021-08-01,2021,Farm-level soybeans,43.0,55.5,71.2
2021-08-01,2021,Farm-level soybeans,-34.0,3.5,62.3
2021-08-01,2021,Farm-level vegetables,-23.2,-16.4,-8.3
2021-08-01,2021,Farm-level vegetables,-11.5,6.9,28.8
2021-08-01,2021,Farm-level wheat,23.4,34.3,48.1
2021-08-01,2021,Farm-level wheat,-32.0,7.4,70.5
2021-08-01,2021,Wholesale beef,14.4,22.4,31.9
2021-08-01,2021,Wholesale beef,-23.4,1.0,33.6
2021-08-01,2021,Wholesale dairy,-2.0,1.3,5.0
2021-08-01,2021,Wholesale dairy,-17.2,0.8,22.6
2021-08-01,2021,Wholesale fats and oils,35.8,41.3,47.1
2021-08-01,2021,Wholesale fats and oils,-14.9,13.3,51.9
2021-08-01,2021,Wholesale pork,11.6,17.9,25.5
2021-08-01,2021,Wholesale pork,-19.6,6.7,42.6
2021-08-01,2021,Wholesale poultry,16.4,19.3,22.3
2021-08-01,2021,Wholesale poultry,-8.1,3.5,16.6
2021-08-01,2021,Wholesale wheat flour,9.4,14.5,20.2
2021-08-01,2021,Wholesale wheat flour,-15.5,6.5,34.3
2021-09-01,2021,Farm-level cattle,6.5,10.5,15.0
2021-09-01,2021,Farm-level cattle,-19.2,2.0,28.5
2021-09-01,2021,Farm-level eggs,-2.3,10.9,31.6
2021-09-01,2021,Farm-level eggs,-27.3,10.0,67.2
2021-09-01,2021,Farm-level fruits,-1.3,2.8,7.4
2021-09-01,2021,Farm-level fruits,-14.5,-1.0,14.7
2021-09-01,2021,Farm-level milk,-8.4,-2.9,3.7
2021-09-01,2021,Farm-level milk,-37.7,-3.1,54.3
2021-09-01,2021,Farm-level soybeans,43.9,53.0,64.3
2021-09-01,2021,Farm-level soybeans,-35.0,-1.5,50.7
2021-09-01,2021,Farm-level vegetables,-21.6,-15.8,-8.7
2021-09-01,2021,Farm-level vegetables,-10.7,6.9,28.6
2021-09-01,2021,Farm-level wheat,32.8,41.9,53.6
2021-09-01,2021,Farm-level wheat,-26.6,14.0,80.4
2021-09-01,2021,Wholesale beef,20.0,27.0,35.2
2021-09-01,2021,Wholesale beef,-17.7,8.3,42.5
2021-09-01,2021,Wholesale dairy,-1.5,0.8,3.3
2021-09-01,2021,Wholesale dairy,-15.7,1.3,22.1
2021-09-01,2021,Wholesale fats and oils,34.4,37.5,41.0
2021-09-01,2021,Wholesale fats and oils,-25.5,-10.5,7.3
2021-09-01,2021,Wholesale pork,14.2,19.1,24.9
2021-09-01,2021,Wholesale pork,-19.1,4.8,38.2
2021-09-01,2021,Wholesale poultry,17.7,19.9,22.2
2021-09-01,2021,Wholesale poultry,-6.9,3.9,15.9
2021-09-01,2021,Wholesale wheat flour,13.8,17.9,22.4
2021-09-01,2021,Wholesale wheat flour,-15.3,6.4,35.0
2021-10-01,2021,Farm-level cattle,7.8,10.4,13.5
2021-10-01,2021,Farm-level cattle,-17.6,2.4,27.0
2021-10-01,2021,Farm-level eggs,4.9,16.1,33.4
2021-10-01,2021,Farm-level eggs,-26.1,10.5,66.3
2021-10-01,2021,Farm-level fruits,-0.5,2.6,6.1
2021-10-01,2021,Farm-level fruits,-13.6,-0.5,14.8
2021-10-01,2021,Farm-level milk,-4.2,-0.2,4.4
2021-10-01,2021,Farm-level milk,-30.5,5.2,61.7
2021-10-01,2021,Farm-level soybeans,42.7,48.6,55.7
2021-10-01,2021,Farm-level soybeans,-43.4,-10.8,44.9
2021-10-01,2021,Farm-level vegetables,-18.1,-13.3,-7.3
2021-10-01,2021,Farm-level vegetables,-12.0,4.8,25.9
2021-10-01,2021,Farm-level wheat,35.1,41.4,49.1
2021-10-01,2021,Farm-level wheat,-26.2,11.1,70.9
2021-10-01,2021,Wholesale beef,24.3,29.6,35.8
2021-10-01,2021,Wholesale beef,-13.7,12.4,47.4
2021-10-01,2021,Wholesale dairy,-0.2,1.3,2.9
2021-10-01,2021,Wholesale dairy,-13.3,3.0,22.5
2021-10-01,2021,Wholesale fats and oils,36.0,38.1,40.2
2021-10-01,2021,Wholesale fats and oils,-27.0,-13.2,3.6
2021-10-01,2021,Wholesale pork,14.9,18.2,21.9
2021-10-01,2021,Wholesale pork,-18.7,3.8,32.8
2021-10-01,2021,Wholesale poultry,19.5,21.1,22.7
2021-10-01,2021,Wholesale poultry,-4.2,6.3,18.1
2021-10-01,2021,Wholesale wheat flour,14.4,17.0,19.9
2021-10-01,2021,Wholesale wheat flour,-10.2,4.5,21.2
2021-11-01,2021,Farm-level cattle,8.5,10.1,11.9
2021-11-01,2021,Farm-level cattle,-15.9,2.7,25.3
2021-11-01,2021,Farm-level eggs,7.1,13.9,24.4
2021-11-01,2021,Farm-level eggs,-29.2,5.8,59.2
2021-11-01,2021,Farm-level fruits,0.6,2.6,4.9
2021-11-01,2021,Farm-level fruits,-13.3,-0.4,14.4
2021-11-01,2021,Farm-level milk,-1.3,1.0,3.7
2021-11-01,2021,Farm-level milk,-26.2,9.2,63.1
2021-11-01,2021,Farm-level soybeans,43.2,46.2,49.8
2021-11-01,2021,Farm-level soybeans,-45.1,-16.7,29.3
2021-11-01,2021,Farm-level vegetables,-13.5,-9.9,-5.4
2021-11-01,2021,Farm-level vegetables,-12.7,4.4,25.0
2021-11-01,2021,Farm-level wheat,38.7,42.7,47.5
2021-11-01,2021,Farm-level wheat,-19.2,18.5,75.3
2021-11-01,2021,Wholesale beef,23.5,26.7,30.5
2021-11-01,2021,Wholesale beef,-15.7,6.8,37.5
2021-11-01,2021,Wholesale dairy,0.8,1.7,2.5
2021-11-01,2021,Wholesale dairy,-10.3,5.0,23.3
2021-11-01,2021,Wholesale fats and oils,38.7,39.9,41.1
2021-11-01,2021,Wholesale fats and oils,-20.2,-5.9,11.3
2021-11-01,2021,Wholesale pork,15.1,17.1,19.2
2021-11-01,2021,Wholesale pork,-20.1,-0.1,26.3
2021-11-01,2021,Wholesale poultry,19.8,20.7,21.7
2021-11-01,2021,Wholesale poultry,-5.5,4.2,14.9
2021-11-01,2021,Wholesale wheat flour,16.9,18.5,20.4
2021-11-01,2021,Wholesale wheat flour,-9.2,5.3,21.8
2021-12-01,2021,Farm-level cattle,10.2,10.9,11.8
2021-12-01,2021,Farm-level cattle,-10.8,7.2,28.8
2021-12-01,2021,Farm-level eggs,9.8,13.1,18.0
2021-12-01,2021,Farm-level eggs,-29.9,3.6,54.0
2021-12-01,2021,Farm-level fruits,4.2,5.4,6.8
2021-12-01,2021,Farm-level fruits,-10.5,2.7,17.3
2021-12-01,2021,Farm-level milk,0.9,1.8,2.8
2021-12-01,2021,Farm-level milk,-23.3,9.2,56.4
2021-12-01,2021,Farm-level soybeans,45.1,46.6,48.1
2021-12-01,2021,Farm-level soybeans,-41.7,-13.9,27.7
2021-12-01,2021,Farm-level vegetables,-8.6,-6.5,-3.9
2021-12-01,2021,Farm-level vegetables,-11.6,5.3,25.8
2021-12-01,2021,Farm-level wheat,42.2,44.1,46.4
2021-12-01,2021,Farm-level wheat,-15.1,20.7,74.2
2021-12-01,2021,Wholesale beef,25.2,26.8,28.7
2021-12-01,2021,Wholesale beef,-13.7,8.0,36.0
2021-12-01,2021,Wholesale dairy,1.4,1.7,2.0
2021-12-01,2021,Wholesale dairy,-11.1,2.4,18.4
2021-12-01,2021,Wholesale fats and oils,40.0,40.5,41.0
2021-12-01,2021,Wholesale fats and oils,-15.7,-2.1,14.4
2021-12-01,2021,Wholesale pork,15.3,16.2,17.1
2021-12-01,2021,Wholesale pork,-20.2,-1.6,21.8
2021-12-01,2021,Wholesale poultry,19.7,20.1,20.6
2021-12-01,2021,Wholesale poultry,-6.4,2.4,12.1
2021-12-01,2021,Wholesale wheat flour,18.4,19.2,20.0
2021-12-01,2021,Wholesale wheat flour,-5.9,8.0,23.5
2022-01-01,2022,Farm-level cattle,-7.5,9.1,29.0
2022-01-01,2022,Farm-level eggs,-25.3,9.5,61.1
2022-01-01,2022,Farm-level fruits,-10.1,1.0,14.0
2022-01-01,2022,Farm-level milk,-10.3,18.4,57.7
2022-01-01,2022,Farm-level soybeans,-32.1,-8.5,24.7
2022-01-01,2022,Farm-level vegetables,-12.7,4.1,25.1
2022-01-01,2022,Farm-level wheat,-6.5,22.6,61.3
2022-01-01,2022,Wholesale beef,-17.0,2.1,26.0
2022-01-01,2022,Wholesale dairy,-3.5,6.3,17.4
2022-01-01,2022,Wholesale fats and oils,-12.3,-1.4,11.2
2022-01-01,2022,Wholesale pork,-20.9,-5.2,14.5
2022-01-01,2022,Wholesale poultry,-2.8,5.6,14.9
2022-01-01,2022,Wholesale wheat flour,-0.3,14.2,30.7
2022-02-01,2022,Farm-level cattle,-5.3,9.4,27.5
2022-02-01,2022,Farm-level eggs,-24.5,6.5,52.7
2022-02-01,2022,Farm-level fruits,-6.8,4.0,16.3
2022-02-01,2022,Farm-level milk,5.5,35.5,77.2
2022-02-01,2022,Farm-level soybeans,-21.4,1.2,34.3
2022-02-01,2022,Farm-level vegetables,-10.1,6.0,25.7
2022-02-01,2022,Farm-level wheat,-6.8,18.4,51.1
2022-02-01,2022,Wholesale beef,-13.1,4.1,25.7
2022-02-01,2022,Wholesale dairy,1.0,10.1,20.4
2022-02-01,2022,Wholesale fats and oils,-2.4,8.0,20.2
2022-02-01,2022,Wholesale pork,-22.3,-8.6,8.6
2022-02-01,2022,Wholesale poultry,1.4,9.1,17.5
2022-02-01,2022,Wholesale wheat flour,0.4,12.6,26.9
2022-03-01,2022,Farm-level cattle,3.0,16.2,32.9
2022-03-01,2022,Farm-level eggs,-13.4,17.6,64.1
2022-03-01,2022,Farm-level fruits,-2.7,7.5,19.1
2022-03-01,2022,Farm-level milk,4.5,28.5,61.9
2022-03-01,2022,Farm-level soybeans,-10.8,10.9,41.3
2022-03-01,2022,Farm-level vegetables,-8.6,5.9,23.8
2022-03-01,2022,Farm-level wheat,-1.9,19.8,48.8
2022-03-01,2022,Wholesale beef,-13.6,1.3,19.9
2022-03-01,2022,Wholesale dairy,3.3,11.6,20.7
2022-03-01,2022,Wholesale fats and oils,10.1,21.0,33.1
2022-03-01,2022,Wholesale pork,-18.8,-6.5,8.2
2022-03-01,2022,Wholesale poultry,6.1,13.1,20.7
2022-03-01,2022,Wholesale wheat flour,3.2,13.9,26.5
2022-04-01,2022,Farm-level cattle,4.3,16.0,29.9
2022-04-01,2022,Farm-level eggs,-9.5,18.2,62.2
2022-04-01,2022,Farm-level fruits,-3.0,6.0,16.2
2022-04-01,2022,Farm-level milk,18.1,42.4,74.6
2022-04-01,2022,Farm-level soybeans,-3.6,16.2,43.8
2022-04-01,2022,Farm-level vegetables,2.0,17.2,36.0
2022-04-01,2022,Farm-level wheat,19.8,44.1,76.2
2022-04-01,2022,Wholesale beef,-13.5,-0.6,15.1
2022-04-01,2022,Wholesale dairy,8.0,15.4,23.7
2022-04-01,2022,Wholesale fats and oils,31.8,44.9,60.3
2022-04-01,2022,Wholesale pork,-14.8,-4.0,9.3
2022-04-01,2022,Wholesale poultry,9.3,15.7,22.8
2022-04-01,2022,Wholesale wheat flour,10.9,21.2,32.7
2022-05-01,2022,Farm-level cattle,6.5,16.4,28.3
2022-05-01,2022,Farm-level eggs,26.7,62.6,119.5
2022-05-01,2022,Farm-level fruits,1.2,9.8,19.4
2022-05-01,2022,Farm-level milk,22.2,42.8,70.2
2022-05-01,2022,Farm-level soybeans,0.1,17.3,40.7
2022-05-01,2022,Farm-level vegetables,-0.4,12.2,28.1
2022-05-01,2022,Farm-level wheat,27.3,49.0,77.0
2022-05-01,2022,Wholesale beef,-12.0,-0.9,12.8
2022-05-01,2022,Wholesale dairy,11.1,17.8,25.3
2022-05-01,2022,Wholesale fats and oils,28.0,37.9,49.1
2022-05-01,2022,Wholesale pork,-11.1,-1.6,10.3
2022-05-01,2022,Wholesale poultry,13.6,19.1,25.3
2022-05-01,2022,Wholesale wheat flour,14.2,23.1,33.4
2022-06-01,2022,Farm-level cattle,7.8,16.0,25.8
2022-06-01,2022,Farm-level eggs,47.1,81.8,139.1
2022-06-01,2022,Farm-level fruits,3.3,10.9,19.4
2022-06-01,2022,Farm-level milk,25.5,42.4,64.2
2022-06-01,2022,Farm-level soybeans,0.7,14.6,33.0
2022-06-01,2022,Farm-level vegetables,1.6,13.1,27.4
2022-06-01,2022,Farm-level wheat,31.7,50.0,72.8
2022-06-01,2022,Wholesale beef,-12.1,-2.9,8.2
2022-06-01,2022,Wholesale dairy,12.5,18.0,24.2
2022-06-01,2022,Wholesale fats and oils,32.2,40.5,49.7
2022-06-01,2022,Wholesale pork,-11.2,-3.3,6.0
2022-06-01,2022,Wholesale poultry,19.6,25.5,32.2
2022-06-01,2022,Wholesale wheat flour,19.7,27.5,36.5
2022-07-01,2022,Farm-level cattle,11.6,18.4,26.4
2022-07-01,2022,Farm-level cattle,-21.5,1.1,30.2
2022-07-01,2022,Farm-level eggs,47.1,73.5,115.9
2022-07-01,2022,Farm-level eggs,-60.1,-35.0,4.0
2022-07-01,2022,Farm-level fruits,5.0,11.5,18.8
2022-07-01,2022,Farm-level fruits,-17.7,-4.1,12.2
2022-07-01,2022,Farm-level milk,28.4,41.7,58.5
2022-07-01,2022,Farm-level milk,-35.1,1.8,61.8
2022-07-01,2022,Farm-level soybeans,7.0,19.4,34.9
2022-07-01,2022,Farm-level soybeans,-39.9,-6.9,47.7
2022-07-01,2022,Farm-level vegetables,5.2,15.8,28.9
2022-07-01,2022,Farm-level vegetables,-22.5,-4.6,17.3
2022-07-01,2022,Farm-level wheat,32.4,46.3,63.8
2022-07-01,2022,Farm-level wheat,-34.0,0.9,53.4
2022-07-01,2022,Wholesale beef,-9.8,-2.1,7.3
2022-07-01,2022,Wholesale beef,-24.6,1.4,35.7
2022-07-01,2022,Wholesale dairy,14.8,19.2,24.3
2022-07-01,2022,Wholesale dairy,-13.1,2.0,20.1
2022-07-01,2022,Wholesale fats and oils,28.5,34.3,40.7
2022-07-01,2022,Wholesale fats and oils,-10.4,21.0,64.2
2022-07-01,2022,Wholesale pork,-8.8,-2.4,5.2
2022-07-01,2022,Wholesale pork,-25.9,-1.4,31.4
2022-07-01,2022,Wholesale poultry,21.3,26.2,31.6
2022-07-01,2022,Wholesale poultry,-12.4,3.4,21.3
2022-07-01,2022,Wholesale wheat flour,20.8,27.2,34.4
2022-07-01,2022,Wholesale wheat flour,-14.4,5.1,29.3
2022-08-01,2022,Farm-level cattle,11.6,16.8,22.8
2022-08-01,2022,Farm-level cattle,-20.9,0.9,27.6
2022-08-01,2022,Farm-level eggs,75.4,104.4,152.6
2022-08-01,2022,Farm-level eggs,-62.0,-36.2,5.8
2022-08-01,2022,Farm-level fruits,7.4,12.9,19.1
2022-08-01,2022,Farm-level fruits,-16.3,-2.3,14.0
2022-08-01,2022,Farm-level milk,27.7,37.5,49.8
2022-08-01,2022,Farm-level milk,-39.2,-6.7,45.2
2022-08-01,2022,Farm-level soybeans,3.9,12.4,23.0
2022-08-01,2022,Farm-level soybeans,-33.8,1.8,56.6
2022-08-01,2022,Farm-level vegetables,9.3,18.7,30.2
2022-08-01,2022,Farm-level vegetables,-22.6,-4.4,17.7
2022-08-01,2022,Farm-level wheat,20.3,29.1,40.2
2022-08-01,2022,Farm-level wheat,-39.4,-8.1,40.0
2022-08-01,2022,Wholesale beef,-8.8,-2.7,4.6
2022-08-01,2022,Wholesale beef,-27.7,-4.0,27.9
2022-08-01,2022,Wholesale dairy,15.5,19.1,22.9
2022-08-01,2022,Wholesale dairy,-12.8,1.5,17.9
2022-08-01,2022,Wholesale fats and oils,23.8,27.9,32.2
2022-08-01,2022,Wholesale fats and oils,-17.0,9.5,46.4
2022-08-01,2022,Wholesale pork,-7.8,-2.9,2.9
2022-08-01,2022,Wholesale pork,-21.3,3.3,36.6
2022-08-01,2022,Wholesale poultry,21.3,24.9,29.0
2022-08-01,2022,Wholesale poultry,-11.2,3.9,21.7
2022-08-01,2022,Wholesale wheat flour,18.2,23.0,28.1
2022-08-01,2022,Wholesale wheat flour,-17.3,0.4,21.9
2022-09-01,2022,Farm-level cattle,14.0,18.0,22.7
2022-09-01,2022,Farm-level cattle,-19.4,1.0,26.3
2022-09-01,2022,Farm-level eggs,79.7,100.3,133.5
2022-09-01,2022,Farm-level eggs,-61.5,-36.4,5.8
2022-09-01,2022,Farm-level fruits,9.4,13.9,18.9
2022-09-01,2022,Farm-level fruits,-16.4,-2.6,13.6
2022-09-01,2022,Farm-level milk,27.8,34.9,43.1
2022-09-01,2022,Farm-level milk,-36.5,-5.6,43.2
2022-09-01,2022,Farm-level soybeans,5.4,11.6,19.3
2022-09-01,2022,Farm-level soybeans,-34.0,-1.8,47.5
2022-09-01,2022,Farm-level vegetables,12.7,20.7,30.8
2022-09-01,2022,Farm-level vegetables,-22.7,-5.2,16.9
2022-09-01,2022,Farm-level wheat,21.4,27.7,35.7
2022-09-01,2022,Farm-level wheat,-40.0,-11.5,32.8
2022-09-01,2022,Wholesale beef,-8.0,-3.1,2.6
2022-09-01,2022,Wholesale beef,-24.3,-1.1,29.2
2022-09-01,2022,Wholesale dairy,15.6,18.1,20.8
2022-09-01,2022,Wholesale dairy,-12.1,1.3,17.1
2022-09-01,2022,Wholesale fats and oils,24.3,27.1,30.1
2022-09-01,2022,Wholesale fats and oils,-16.6,7.9,40.5
2022-09-01,2022,Wholesale pork,-5.7,-2.0,2.5
2022-09-01,2022,Wholesale pork,-20.7,1.8,32.7
2022-09-01,2022,Wholesale poultry,20.3,22.9,25.7
2022-09-01,2022,Wholesale poultry,-12.6,1.0,16.9
2022-09-01,2022,Wholesale wheat flour,17.9,21.3,25.0
2022-09-01,2022,Wholesale wheat flour,-20.8,-4.8,15.2
2022-10-01,2022,Farm-level cattle,14.7,17.4,20.5
2022-10-01,2022,Farm-level cattle,-18.7,0.3,23.6
2022-10-01,2022,Farm-level eggs,95.8,113.7,142.6
2022-10-01,2022,Farm-level eggs,-61.2,-35.9,7.0
2022-10-01,2022,Farm-level fruits,10.8,14.2,18.0
2022-10-01,2022,Farm-level fruits,-15.4,-2.0,13.6
2022-10-01,2022,Farm-level milk,31.2,36.1,41.8
2022-10-01,2022,Farm-level milk,-32.3,-1.9,43.9
2022-10-01,2022,Farm-level soybeans,8.6,13.1,18.5
2022-10-01,2022,Farm-level soybeans,-32.2,-1.4,46.4
2022-10-01,2022,Farm-level vegetables,19.7,26.5,35.2
2022-10-01,2022,Farm-level vegetables,-24.2,-6.4,16.5
2022-10-01,2022,Farm-level wheat,26.4,31.3,37.1
2022-10-01,2022,Farm-level wheat,-35.9,-7.3,36.2
2022-10-01,2022,Wholesale beef,-7.7,-4.4,-0.4
2022-10-01,2022,Wholesale beef,-23.7,-1.7,27.4
2022-10-01,2022,Wholesale dairy,16.7,18.4,20.1
2022-10-01,2022,Wholesale dairy,-10.9,2.0,16.7
2022-10-01,2022,Wholesale fats and oils,25.6,27.4,29.3
2022-10-01,2022,Wholesale fats and oils,-16.9,4.6,32.7
2022-10-01,2022,Wholesale pork,-4.5,-1.8,1.1
2022-10-01,2022,Wholesale pork,-18.9,2.5,30.0
2022-10-01,2022,Wholesale poultry,18.2,19.9,21.7
2022-10-01,2022,Wholesale poultry,-17.0,-4.0,11.3
2022-10-01,2022,Wholesale wheat flour,20.2,22.6,25.2
2022-10-01,2022,Wholesale wheat flour,-15.3,1.3,20.6
2022-11-01,2022,Farm-level cattle,15.5,17.2,19.0
2022-11-01,2022,Farm-level cattle,-16.9,0.8,22.4
2022-11-01,2022,Farm-level eggs,119.4,133.7,156.0
2022-11-01,2022,Farm-level eggs,-54.4,-21.5,36.6
2022-11-01,2022,Farm-level fruits,14.6,17.0,19.8
2022-11-01,2022,Farm-level fruits,-13.2,0.8,17.3
2022-11-01,2022,Farm-level milk,35.0,37.8,41.3
2022-11-01,2022,Farm-level milk,-28.2,1.9,45.5
2022-11-01,2022,Farm-level soybeans,7.3,9.5,12.0
2022-11-01,2022,Farm-level soybeans,-37.9,-11.7,27.7
2022-11-01,2022,Farm-level vegetables,29.9,35.6,42.8
2022-11-01,2022,Farm-level vegetables,-23.5,-3.4,22.1
2022-11-01,2022,Farm-level wheat,29.4,32.5,36.1
2022-11-01,2022,Farm-level wheat,-30.9,-2.2,38.8
2022-11-01,2022,Wholesale beef,-7.6,-5.5,-2.9
2022-11-01,2022,Wholesale beef,-24.8,-4.7,22.6
2022-11-01,2022,Wholesale dairy,17.7,18.6,19.5
2022-11-01,2022,Wholesale dairy,-8.9,3.1,16.8
2022-11-01,2022,Wholesale fats and oils,24.8,25.8,26.8
2022-11-01,2022,Wholesale fats and oils,-21.8,-3.0,21.1
2022-11-01,2022,Wholesale pork,-3.4,-1.8,0.0
2022-11-01,2022,Wholesale pork,-18.0,1.6,27.3
2022-11-01,2022,Wholesale poultry,16.3,17.2,18.2
2022-11-01,2022,Wholesale poultry,-26.0,-13.7,0.7
2022-11-01,2022,Wholesale wheat flour,21.9,23.4,25.0
2022-11-01,2022,Wholesale wheat flour,-13.9,1.4,19.4
2022-12-01,2022,Farm-level cattle,17.2,18.0,18.9
2022-12-01,2022,Farm-level cattle,-12.1,5.1,25.6
2022-12-01,2022,Farm-level eggs,139.2,148.5,162.9
2022-12-01,2022,Farm-level eggs,-48.6,-12.5,50.0
2022-12-01,2022,Farm-level fruits,17.1,18.4,19.9
2022-12-01,2022,Farm-level fruits,-11.6,2.5,18.4
2022-12-01,2022,Farm-level milk,35.7,36.7,37.8
2022-12-01,2022,Farm-level milk,-31.7,-6.4,28.9
2022-12-01,2022,Farm-level soybeans,9.7,10.8,12.0
2022-12-01,2022,Farm-level soybeans,-30.6,-3.6,34.1
2022-12-01,2022,Farm-level vegetables,45.2,49.3,54.5
2022-12-01,2022,Farm-level vegetables,-16.0,10.2,45.4
2022-12-01,2022,Farm-level wheat,30.4,31.7,33.3
2022-12-01,2022,Farm-level wheat,-32.6,-7.2,28.2
2022-12-01,2022,Wholesale beef,-6.5,-5.4,-4.1
2022-12-01,2022,Wholesale beef,-23.1,-3.9,20.9
2022-12-01,2022,Wholesale dairy,18.0,18.3,18.6
2022-12-01,2022,Wholesale dairy,-11.2,-0.5,11.6
2022-12-01,2022,Wholesale fats and oils,26.2,26.6,27.0
2022-12-01,2022,Wholesale fats and oils,-9.9,7.5,29.5
2022-12-01,2022,Wholesale pork,-2.7,-2.0,-1.2
